,Average account balance,TN debtor transactions,TN creditor transactions,TN transactions,average debtor transaction,average creditor transaction,DBNCD,DFACD,Label
5618,0.2044853477070353,5.04484531355528e-08,3.8500135287658716e-08,8.894858842321151e-08,0.5234839856876795,0.7847776119301181,-1.1948317847894084e-08,0.2612936262424386,0
5619,0.7965201356106757,5.173890657614016e-08,1.552167197284205e-08,6.726057854898221e-08,0.22900321451999242,0.493244240967906,-3.621723460329811e-08,0.26424102644791353,2
5620,0.5127034102842801,3.3020663718871705e-07,5.636860776251837e-07,8.938927148139008e-07,0.6993630050631051,0.3913485986941359,2.334794404364666e-07,-0.3080144063689692,1
5621,0.6706840999717906,4.3653065456520846e-09,4.3653065456520846e-09,8.730613091304169e-09,0.524491581460098,0.524491581460098,0.0,0.0,1
5622,0.26997383108679845,5.096440445176771e-08,1.933132582653258e-08,7.02957302783003e-08,0.19061084084358546,0.7558413360076374,-3.163307862523513e-08,0.565230495164052,0
5623,0.6631752637432761,1.5114715069091457e-07,3.454792015792333e-08,1.856950708488379e-07,0.18288392385954774,0.5964314544687608,-1.1659923053299124e-07,0.41354753060921307,0
5624,0.0556300254630615,1.449301681752215e-09,3.6232542043805376e-10,1.8116271021902688e-09,0.4076263369468666,0.8152321959856209,-1.0869762613141613e-09,0.4076058590387543,0
5625,0.06504061466614718,2.8807673879425073e-08,1.9487544094905197e-08,4.829521797433027e-08,0.5395411177073897,0.7985014884854109,-9.320129784519876e-09,0.25896037077802125,0
5626,0.18984877381448534,1.0883360198173121e-07,2.1024673110107166e-08,1.2985827509183837e-07,0.09102722505440723,0.7352702759707115,-8.780892887162404e-08,0.6442430509163042,0
5627,0.38644007174702044,5.287421756753201e-08,6.042767722003658e-08,1.1330189478756859e-07,0.702685208452705,0.5858786544199276,7.553459652504572e-09,-0.11680655403277743,1
5628,0.2541634510696256,1.4095280482798348e-07,3.979843901025416e-08,1.8075124383823763e-07,0.22985997876813608,0.7692034510884924,-1.0115436581772932e-07,0.5393434723203564,0
5629,0.5787340514255047,4.758663291833021e-07,1.208549407449656e-07,5.967212699282678e-07,0.1613193956159163,0.6401375689597453,-3.550113884383365e-07,0.4788181733438289,0
5630,0.4414355621620822,2.986811647215279e-06,2.7994151635579494e-06,5.786226810773229e-06,0.5562288272274775,0.6910604645998759,-1.8739648365732928e-07,0.13483163737239845,0
5631,0.9999377708176889,1.3086405639284282e-08,2.748145184249699e-07,2.879009240642542e-07,0.006667661080474554,0.008708211225402513,2.617281127856856e-07,0.002040550144927959,2
5632,0.4054526977223802,4.616751227023272e-07,2.0695781362518115e-07,6.686329363275083e-07,0.32078776589903596,0.7440251551510401,-2.5471730907714604e-07,0.4232373892520041,0
5633,0.9579408902301381,1.1033315747214462e-06,2.4260756785068163e-06,3.5294072532282627e-06,0.2332239459512754,0.09712945060100624,1.3227441037853703e-06,-0.13609449535026916,2
5634,0.032231191222041246,4.219067434292301e-09,1.8985803454315356e-09,6.117647779723837e-09,0.33000502918376035,0.8113794059573383,-2.3204870888607657e-09,0.4813743767735779,0
5635,0.502476087046852,3.9501405157805855e-08,2.63342701052039e-08,6.583567526300976e-08,0.4053019226251405,0.703207306403023,-1.316713505260195e-08,0.29790538377788245,0
5636,0.17412252603453246,4.569398585242465e-09,1.0281146816795545e-08,1.485054540203801e-08,0.7992639695827777,0.32397814709122963,5.711748231553081e-09,-0.47528582249154805,1
5637,0.9803978056034763,3.8593067203024234e-08,2.379905810853161e-07,2.7658364828834034e-07,0.16087005489351278,0.08126596834452683,1.9939751388229186e-07,-0.07960408654898594,2
5638,0.9232283080354444,3.5133188192257564e-07,2.2412551088164306e-07,5.754573928042187e-07,0.19355044800843285,0.3106172537307088,-1.2720637104093255e-07,0.11706680572227599,2
5639,0.45094893944463293,6.101177251208745e-07,3.346762278575671e-07,9.447939529784416e-07,0.4565242544515181,0.720209005281986,-2.754414972633074e-07,0.2636847508304679,0
5640,0.6719422887321304,2.5601793169212523e-07,1.059384544932932e-07,3.6195638618541844e-07,0.27312173048288557,0.6037869032146315,-1.5007947719883202e-07,0.3306651727317459,0
5641,0.07499032632987124,6.65557676350954e-08,2.3171267250736915e-08,8.972703488583231e-08,0.44409180707026824,0.8130408913719686,-4.338450038435848e-08,0.36894908430170026,0
5642,0.944346702375116,5.594922976746301e-08,4.3516067596915674e-08,9.946529736437867e-08,0.22266290899801966,0.24141056340593373,-1.2433162170547334e-08,0.018747654407914063,2
5643,0.08530301457929225,6.73897094528145e-09,5.615809121067875e-09,1.2354780066349325e-08,0.533259065309356,0.7986894680011447,-1.123161824213575e-09,0.26543040269178875,0
5644,0.3619670518088243,1.907293636707433e-08,7.152351137652874e-09,2.6225287504727204e-08,0.3372518998027159,0.7595453976791472,-1.1920585229421458e-08,0.42229349787643133,0
5645,0.4537600054954656,1.2583257537217975e-07,8.029316714224803e-07,9.287642467946601e-07,0.6959802530128002,0.16425242142775903,6.770990960503006e-07,-0.5317278315850412,1
5646,0.5549006932980436,3.005591324404857e-07,3.2255126408247244e-07,6.231103965229582e-07,0.626835412784412,0.5400244897150596,2.199213164198676e-08,-0.08681092306935251,1
5647,0.0971428114051169,5.133819663148913e-09,6.417274578936141e-10,5.775547121042527e-09,0.062427674494377736,0.7328966189862544,-4.492092205255299e-09,0.6704689444918766,0
5648,0.8056030388920771,3.0336099179606997e-07,2.6610613315444736e-08,3.2997160511151473e-07,0.04349313149993571,0.43897927359779854,-2.767503784806252e-07,0.39548614209786287,2
5649,0.2944641567809241,8.33317844239206e-07,2.9360824979269218e-06,3.7694003421661278e-06,0.7432531183734229,0.5773606878402097,2.102764653687716e-06,-0.16589243053321326,1
5650,0.17828734494819018,2.7113532182672168e-08,1.7682738380003587e-08,4.4796270562675754e-08,0.5984516046346583,0.7634440365545389,-9.43079380266858e-09,0.16499243191988053,0
